document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Why was arcnet not deployed ?,Agent K was not present.,because K was killed,Why was arcnet not deployed ?,Agent K was not present .,because K was killed
e2fde9209d27595d3436ec97714d2e8a065721c7,test,To when does J travel to restore arcnet?,Back in time to 1969,1969,To when does J travel to restore arcnet ?,Back in time to 1969,1969
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What do K and J encounter at the Factory? ,Griffin,Griffin. ,What do K and J encounter at the Factory ?,Griffin,Griffin .
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What do K J and Boris use to get to the Apollo 11?,jetpacks,jetpacks,What do K J and Boris use to get to the Apollo 11 ?,jetpacks,jetpacks
e2fde9209d27595d3436ec97714d2e8a065721c7,test,How does J evade an attack from boris?,by Using his Time Travel device,used his time travel device,How does J evade an attack from boris ?,by Using his Time Travel device,used his time travel device
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What does J realize about the boy?,he is himself.,He realizes the young boy is himself.,What does J realize about the boy ?,he is himself .,He realizes the young boy is himself .
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Where is Boris the Animal from ?,the Moon,A maximum security prison on the moon,Where is Boris the Animal from ?,the Moon,A maximum security prison on the moon
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Who is responible for creating ArcNet?,Agent K,Griffin,Who is responible for creating ArcNet ?,Agent K,Griffin
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What is the Arcnet to be attached to ?,Apollo 11,The Tower ,What is the Arcnet to be attached to ?,Apollo 11,The Tower
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What are the agents initals?,Agent K and J ,"K, J and O",What are the agents initals ?,Agent K and J,"K , J and O"
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Where do they first see Griffin?,in the Factory,At the Factory. ,Where do they first see Griffin ?,in the Factory,At the Factory .
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Throughout the story how many Boris characters are Present?,two,2,Throughout the story how many Boris characters are Present ?,two,2
e2fde9209d27595d3436ec97714d2e8a065721c7,test,WHat years are referenced in the story?,1969 and 2012,1969 2012,WHat years are referenced in the story ?,1969 and 2012,1969 2012
e2fde9209d27595d3436ec97714d2e8a065721c7,test,How long has agent j known agent K?,His whole life ,all his life,How long has agent j known agent K ?,His whole life,all his life
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What type of story is this?,science fiction,Fictional,What type of story is this ?,science fiction,Fictional
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What are the two divers doing when they are killed by a Great White Shark?,They are photographing the wreck of the Orca,Diving,What are the two divers doing when they are killed by a Great White Shark ?,They are photographing the wreck of the Orca,Diving
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What does police chief Brody find in the debris of the speedboat wreckage?,The driver's burnt body,the diver's camera,What does police chief Brody find in the debris of the speedboat wreckage ?,The driver s burnt body,the diver s camera
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,How did Brody acquire a close up image of the shark?,From the diver's recovered camera,Divers camera,How did Brody acquire a close up image of the shark ?,From the diver s recovered camera,Divers camera
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,"Brody mistakes the dark shadow in the water as a shark, what was really causing the shadow in the water?",A school of blue fish,a school of bluefish,"Brody mistakes the dark shadow in the water as a shark , what was really causing the shadow in the water ?",A school of blue fish,a school of bluefish
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Where did Mike go after he snuck out with his friends?,He went sailing,Sailing.,Where did Mike go after he snuck out with his friends ?,He went sailing,Sailing .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What type of boat did Brody and Ellen take to rescue Mike and his friends?,They took the police boat,police boat,What type of boat did Brody and Ellen take to rescue Mike and his friends ?,They took the police boat,police boat
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Who sacrifices herself to the shark to save Sean?,Marge sacrifices herself ,Marge sacrificed herself.,Who sacrifices herself to the shark to save Sean ?,Marge sacrifices herself,Marge sacrificed herself .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,How did the shark die?,It bites an electrical cable and is electrocuted ,he was electrocuted,How did the shark die ?,It bites an electrical cable and is electrocuted,he was electrocuted
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Which of Mike's two friends were trapped on the boat trying to get to Cable Junction Island?,Sean and Jackie,Jackie,Which of Mike s two friends were trapped on the boat trying to get to Cable Junction Island ?,Sean and Jackie,Jackie
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What position did Brody hold before the town council voted him out?,Brody was the police Chief of Amity,Police Chief.,What position did Brody hold before the town council voted him out ?,Brody was the police Chief of Amity,Police Chief .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What is the Mayors name?,Larry Vaughn,Larry Vaughn.,What is the Mayors name ?,Larry Vaughn,Larry Vaughn .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What were the two divers taking a photo of when they were attacked?,The Orca,a white shark,What were the two divers taking a photo of when they were attacked ?,The Orca,a white shark
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Which character sneaks out to go sailing?,Mike,"Mike, Brody's son.",Which character sneaks out to go sailing ?,Mike,"Mike , Brody s son ."
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Which character is found on a stretcher?,Tom,Tom,Which character is found on a stretcher ?,Tom,Tom
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What is the name of the small island housing a electrical relay station?,Cable Junction,Cable Junction.,What is the name of the small island housing a electrical relay station ?,Cable Junction,Cable Junction .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What vehicle does the Coast Guard arrive in?,Helicopter,marine helicopter,What vehicle does the Coast Guard arrive in ?,Helicopter,marine helicopter
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Which character sacrafices herself?,Marge,Marge.,Which character sacrafices herself ?,Marge,Marge .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Who does Hendricks and Ellen take to shore?,Tina?,Tina,Who does Hendricks and Ellen take to shore ?,Tina ?,Tina
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What does Brody hit the power cable with?,An Oar,An oar.,What does Brody hit the power cable with ?,An Oar,An oar .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,How does the shark die in the end?,Electrocution,electrocuted,How does the shark die in the end ?,Electrocution,electrocuted
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,"What happens to two divers photographing the wreck of the Orca, a boat?",They are killed by a great white shark,A great white shark ambushes them.,"What happens to two divers photographing the wreck of the Orca , a boat ?",They are killed by a great white shark,A great white shark ambushes them .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What does Brody find along with the debris from the speedboat?,The driver's burnt remains,Burnt remains of the person that was steering the boat.,What does Brody find along with the debris from the speedboat ?,The driver s burnt remains,Burnt remains of the person that was steering the boat .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What is the dark shadow that Brody spots which causes him to order everyone out of the water and fire his gun?,A school of blue fish,A school of bluefish.,What is the dark shadow that Brody spots which causes him to order everyone out of the water and fire his gun ?,A school of blue fish,A school of bluefish .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,What does the town council do to Brody?,Vote him out as Police Chief,They voted for him to be removed from his position as police chief.,What does the town council do to Brody ?,Vote him out as Police Chief,They voted for him to be removed from his position as police chief .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Who catches Mike as he sneaks out to go sailing?,Sean,Sean,Who catches Mike as he sneaks out to go sailing ?,Sean,Sean
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,"What do Hendricks, Brody, and Ellen use to rescue the kids?",A police boat,police boat,"What do Hendricks , Brody , and Ellen use to rescue the kids ?",A police boat,police boat
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,"Where do Hendricks, Brody, and Ellen find Tina?","On her boat, hiding in the bow",Hiding in the bow of the boat.,"Where do Hendricks , Brody , and Ellen find Tina ?","On her boat , hiding in the bow",Hiding in the bow of the boat .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,How does the shark die?,It bites a cable and is fatally electrocuted,He was electrocuted to death.,How does the shark die ?,It bites a cable and is fatally electrocuted,He was electrocuted to death .
e6d47a92b3685cd9e04fcfe5383672de78cd124a,test,Who apologizes to Brody for not knowing about the shark?,Mike,Mike.,Who apologizes to Brody for not knowing about the shark ?,Mike,Mike .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,How are the Southern Appalachian Mountains described?,remote and rugged,Remote and rugged.,How are the Southern Appalachian Mountains described ?,remote and rugged,Remote and rugged .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What causes farming diffuculty for the mountaineers?,the rugged terrain ,Rugged terrain.,What causes farming diffuculty for the mountaineers ?,the rugged terrain,Rugged terrain .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,Why do Mr. & Mrs. Ferris venture across the smokies?,to find plant species,to find and collect new plant growth,Why do Mr. & Mrs. Ferris venture across the smokies ?,to find plant species,to find and collect new plant growth
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,How did 17 cattle die at Siler's Meadow?,froze to death,They froze to death.,How did 17 cattle die at Siler s Meadow ?,froze to death,They froze to death .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What do Kephart and the Hazel Creek natives hunt and kill?,a bear,a bear,What do Kephart and the Hazel Creek natives hunt and kill ?,a bear,a bear
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What kind of alcohol is made in Southern Appalachia?,moonshine,Moonshine.,What kind of alcohol is made in Southern Appalachia ?,moonshine,Moonshine .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,"Before the Appalachian people are discovered to have there own dialect, why do people think they talk the way they do?",they are uneducated,They are uneducated.,"Before the Appalachian people are discovered to have there own dialect , why do people think they talk the way they do ?",they are uneducated,They are uneducated .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,Who is put on trial for killing James Holland Rose?,"""Babe"" Burnett",JE Burnett,Who is put on trial for killing James Holland Rose ?,Babe Burnett,JE Burnett
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,Who leads the manhunt in the Sugarlands?,Mr. Quick,Mr. Quick.,Who leads the manhunt in the Sugarlands ?,Mr. Quick,Mr. Quick .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,In what state are the Sugarlands?,Tennessee,Tennessee. ,In what state are the Sugarlands ?,Tennessee,Tennessee .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,"When Kephart lived in Bryson city, in what year were several chapters added?",1922.,1922,"When Kephart lived in Bryson city , in what year were several chapters added ?",1922 .,1922
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What was the title of chapter nine?,The Snake stick man.,Who are the Mountaineers?,What was the title of chapter nine ?,The Snake stick man .,Who are the Mountaineers ?
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,The killing of Hoe Rose was base on the event that occured in what year?,1920.,1920,The killing of Hoe Rose was base on the event that occured in what year ?,1920 .,1920
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What does the people of the hill describes?,"The Mountaineers, typical physicals traits, ability and condttions.",It describes their wiliness and endurance to survive in the mountains. ,What does the people of the hill describes ?,"The Mountaineers , typical physicals traits , ability and condttions .",It describes their wiliness and endurance to survive in the mountains .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What does the mountain dialect discusses?,Mountain Speech.,Mountain speech.,What does the mountain dialect discusses ?,Mountain Speech .,Mountain speech .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What does the law of the wilderness discuss?,The mountaineers.,"It discusses the mountaineers persistence to become independent, developing a tight family bond, and their relationship with the government.",What does the law of the wilderness discuss ?,The mountaineers .,"It discusses the mountaineers persistence to become independent , developing a tight family bond , and their relationship with the government ."
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What does home folks and neighbor people discussed?,"Genders and family roles, religion, music, dancing, christmas and New Years.","family roles, Christmas and New Year traditions, funerals, religion",What does home folks and neighbor people discussed ?,"Genders and family roles , religion , music , dancing , christmas and New Years .","family roles , Christmas and New Year traditions , funerals , religion"
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,Who was Jasper Fenn?,Mountaaineer.,A mountaineer.,Who was Jasper Fenn ?,Mountaaineer .,A mountaineer .
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,What does Kephart explore in the first chapter of the story?,Kephart explores the Appalachian Mountains and it's people.,He explores the South Appalachian Mountains.,What does Kephart explore in the first chapter of the story ?,Kephart explores the Appalachian Mountains and it s people .,He explores the South Appalachian Mountains .
